,0,1,2,3,4
155,Tracklet Association with Online Target-Specific Metric Learning,"This paper presents a novel introduction of online target-specific metric learning in track fragment (tracklet) association by network flow optimization for long-term multi-person tracking. Different from other network flow formulation, each node in our network represents a tracklet, and each edge represents the likelihood of   neighboring tracklets belonging to the same trajectory as measured by our proposed affinity score.  In our method, target-specific similarity metrics are learned, which give rise to the appearance-based models used in the tracklet affinity estimation. Trajectory-based tracklets are refined by using the learned metrics to account for appearance consistency and to identify reliable tracklets. The metrics are then re-learned using reliable tracklets for computing tracklet affinity scores.  Long-term trajectories are then obtained through network flow optimization. Occlusions and missed detections are handled by a trajectory completion step. Our method is effective for long-term tracking even when the targets are spatially close or completely occluded by others. We validate our proposed framework on several public datasets and show that it outperforms several state of art methods.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Tracklet,Association,with,Online,Target-Specific,Metric,Learning","Bing Wang,Gang Wang,Kap Luk Chan,Li Wang,"
156,An Online Learned Elementary Grouping Model for Multi-target Tracking,"We introduce an online approach to learn possible elementary groups (groups that contain only two targets) for inferring high level context that can be used to improve multi-target tracking in a data-association based framework. Unlike most existing association-based tracking approaches that use only low level information (e.g., time, appearance, and motion) to build the affinity model and consider each target as an independent agent, we online learn social grouping behavior to provide additional information for producing more robust tracklets affinities. Social grouping behavior of pairwise targets is first learned from confident tracklets and encoded in a disjoint grouping graph. The grouping graph is further completed with the help of group tracking. The proposed method is efficient, handles group merge and split, and can be easily integrated into any basic affinity model. We evaluate our approach on two public datasets, and show significant improvements compared with state-of-the-art methods.",http://openaccess.thecvf.com//www.cv-foundation.org/,"An,Online,Learned,Elementary,Grouping,Model,for,Multi-target,Tracking","Xiaojing Chen,Zhen Qin,Le An,Bir Bhanu,"
157,Diversity-Enhanced Condensation Algorithm and Its Application for Robust and Accurate Endoscope Three-Dimensional Motion Tracking,"The paper proposes a diversity-enhanced condensation algorithm to address the particle impoverishment problem which stochastic  filtering usually suffers from. The particle diversity plays an important role as it affects the performance of filtering. Although the condensation algorithm is widely used in computer vision, it easily gets trapped in local minima due to the particle degeneracy. We introduce a modified evolutionary computing method, adaptive differential evolution, to resolve the particle impoverishment under a proper size of particle population. We apply our proposed method to endoscope tracking for estimating three-dimensional motion of the endoscopic camera. The experimental results demonstrate that our proposed method offers more robust and accurate tracking than previous methods. The current tracking smoothness and error were significantly reduced from (3.7, 4.8) to (2.3 mm, 3.2 mm), which approximates the clinical requirement of 3.0 mm.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Diversity-Enhanced,Condensation,Algorithm,and,Its,Application,for,Robust,and,Accurate,Endoscope,Three-Dimensional,Motion,Tracking","Xiongbiao Luo,Ying Wan,Xiangjian He,Jie Yang,Kensaku Mori,"
158,Partial Occlusion Handling for Visual Tracking via Robust Part Matching,"Part-based visual tracking is advantageous due to its robustness against partial occlusion. However, how to effectively exploit the confidence scores of individual parts to construct a robust tracker is still a challenging problem. In this paper, we address this problem by simultaneously matching parts in each of multiple frames, which is realized by a locality-constrained low-rank sparse learning method that establishes multi-frame part correspondences through optimization of partial permutation matrices. The proposed part matching tracker (PMT) has a number of attractive properties. (1) It exploits the spatial-temporal localityconstrained property for robust part matching. (2) It matches local parts from multiple frames jointly by considering their low-rank and sparse structure information, which can effectively handle part appearance variations due to occlusion or noise. (3) The proposed PMT model has the inbuilt mechanism of leveraging multi-mode target templates, so that the dilemma of template updating when encountering occlusion in tracking can be better handled. This contrasts with existing methods that only do part matching between a pair of frames. We evaluate PMT and compare with 10 popular state-of-the-art methods on challenging benchmarks. Experimental results show that PMT consistently outperform these existing trackers.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Partial,Occlusion,Handling,for,Visual,Tracking,via,Robust,Part,Matching","Tianzhu Zhang,Kui Jia,Changsheng Xu,Yi Ma,Narendra Ahuja,"
159,Speeding Up Tracking by Ignoring Features,"Most modern object trackers combine a motion prior with sliding-window detection, using binary classifiers that predict the presence of the target object based on histogram features. Although the accuracy of such trackers is generally very good, they are often impractical because of their high computational requirements. To resolve this problem, the paper presents a new approach that limits the computational costs of trackers by ignoring features in image regions that --- after inspecting a few features --- are unlikely to contain the target object. To this end, we derive an upper bound on the probability that a location is most likely to contain the target object, and we ignore (features in) locations for which this upper bound is small. We demonstrate the effectiveness of our new approach in experiments with model-free and model-based trackers that use linear models in combination with HOG features. The results of our experiments demonstrate that our approach allows us to reduce the average number of inspected features by up to 90% without affecting the accuracy of the tracker.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Speeding,Up,Tracking,by,Ignoring,Features","Lu Zhang,Hamdi Dibeklioglu,Laurens van der Maaten,"
160,Subspace Tracking under Dynamic Dimensionality for Online Background Subtraction,"Long-term modeling of background motion in videos is an important and challenging problem used in numerous applications such as segmentation and event recognition. A major challenge in modeling the background from point trajectories lies in dealing with the variable length duration of trajectories, which can be due to such factors as trajectories entering and leaving the frame or occlusion from different depth layers. This work proposes an online method for background modeling of dynamic point trajectories via tracking of a linear subspace describing the background motion. To cope with variability in trajectory durations, we cast subspace tracking as an instance of subspace estimation under missing data, using a least-absolute deviations formulation to robustly estimate the background in the presence of arbitrary foreground motion. Relative to previous works, our approach is very fast and scales to arbitrarily long videos as our method processes new frames sequentially as they arrive.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Subspace,Tracking,under,Dynamic,Dimensionality,for,Online,Background,Subtraction","Matthew Berger,Lee M. Seversky,"
161,Multiple Target Tracking Based on Undirected Hierarchical Relation Hypergraph,"Multi-target tracking is an interesting but challenging task in computer vision field. Most previous data association based methods merely consider the relationships (e.g. appearance and motion pattern similarities) between detections in local limited temporal domain, leading to their difficulties in handling long-term occlusion and distinguishing the spatially close targets with similar appearance in crowded scenes. In this paper, a novel data association approach based on undirected hierarchical relation hypergraph is proposed, which formulates the tracking task as a hierarchical dense neighborhoods searching problem on the dynamically constructed undirected affinity graph. The relationships between different detections across the spatiotemporal domain are considered in a high-order way, which makes the tracker robust to the spatially close targets with similar appearance. Meanwhile, the hierarchical design of the optimization process fuels our tracker to long-term occlusion with more robustness. Extensive experiments on various challenging datasets (i.e. PETS2009 dataset, ParkingLot), including both low and high density sequences, demonstrate that the proposed method performs favorably against the state-of-the-art methods.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Multiple,Target,Tracking,Based,on,Undirected,Hierarchical,Relation,Hypergraph","Longyin Wen,Wenbo Li,Junjie Yan,Zhen Lei,Dong Yi,Stan Z. Li,"
162,Bi-label Propagation for Generic Multiple Object Tracking,"In this paper, we propose a label propagation framework to handle the multiple object tracking (MOT) problem for a generic object type (cf. pedestrian tracking). Given a target object by an initial bounding box, all objects of the same type are localized together with their identities. We treat this as a problem of propagating bi-labels, i.e. a binary class label for detection and individual object labels for tracking. To propagate the class label, we adopt clustered Multiple Task Learning (cMTL) while enforcing spatio-temporal consistency and show that this improves the performance when given limited training data. To track  objects, we propagate labels from trajectories to detections based on affinity using appearance, motion, and context. Experiments on public and challenging new sequences show that the proposed method improves over the current state of the art on this task.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Bi-label,Propagation,for,Generic,Multiple,Object,Tracking","Wenhan Luo,Tae-Kyun Kim,Bjorn Stenger,Xiaowei Zhao,Roberto Cipolla,"
163,A Probabilistic Framework for Multitarget Tracking with Mutual Occlusions,"Mutual occlusions among targets can cause track loss or target position deviation, because the observation likelihood of an occluded target may vanish even when we have the estimated location of the target. This paper presents a novel probability framework for multitarget tracking with mutual occlusions. The primary contribution of this work is the introduction of a vectorial occlusion variable as part of the solution. The occlusion variable describes occlusion states of the targets. This forms the basis of the proposed probability framework, with the following further contributions: 1) Likelihood: A new observation likelihood model is presented, in which the likelihood of an occluded target is computed by referring to both of the occluded and oc-cluding targets. 2) Priori: Markov random field (MRF) is used to model the occlusion priori such that less likely ""circular"" or ""cascading"" types of occlusions have lower priori probabilities. Both the occlusion priori and the motion priori take into consideration the state of occlusion. 3) Optimization: A realtime RJMCMC-based algorithm with a newmove type called ""occlusion state update"" is presented. Experimental results show that the proposed framework can handle occlusions well, even including long-duration full occlusions, which may cause tracking failures in the traditional methods.",http://openaccess.thecvf.com//www.cv-foundation.org/,"A,Probabilistic,Framework,for,Multitarget,Tracking,with,Mutual,Occlusions","Menglong Yang,Yiguang Liu,Longyin Wen,Zhisheng You,Stan Z. Li,"
164,Occlusion Geodesics for Online Multi-Object Tracking,"Robust multi-object tracking-by-detection requires the correct assignment of noisy detection results to object trajectories. We address this problem by proposing an online approach based on the observation that object detectors primarily fail if objects are significantly occluded. In contrast to most existing work, we only rely on geometric information to efficiently overcome detection failures.  In particular, we exploit the spatio-temporal evolution of occlusion regions, detector reliability, and target motion prediction to robustly handle missed detections. In combination with a conservative association scheme for visible objects, this allows for real-time tracking of multiple objects from a single static camera, even in complex scenarios. Our evaluations on publicly available multi-object tracking benchmark datasets demonstrate favorable performance compared to the state-of-the-art in online and offline multi-object tracking.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Occlusion,Geodesics,for,Online,Multi-Object,Tracking","Horst Possegger,Thomas Mauthner,Peter M. Roth,Horst Bischof,"
165,Efficient Nonlinear Markov Models for Human Motion,"Dynamic Bayesian networks such as Hidden Markov Models (HMMs) are successfully used as probabilistic models for human motion. The use of hidden variables makes them expressive models, but inference is only approximate and requires procedures such as particle filters or Markov chain Monte Carlo methods. In this work we propose to instead use simple Markov models that only model observed quantities. We retain a highly expressive dynamic model by using interactions that are nonlinear and non-parametric. A presentation of our approach in terms of latent variables shows logarithmic growth for the computation of exact log-likelihoods in the number of latent states. We validate our model on human motion capture data and demonstrate state-of-the-art performance on action recognition and motion completion tasks.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Efficient,Nonlinear,Markov,Models,for,Human,Motion","Andreas M. Lehrmann,Peter V. Gehler,Sebastian Nowozin,"
166,A Compositional Model for Low-Dimensional Image Set Representation,"Learning a low-dimensional representation of images is useful for various applications in graphics and computer vision. Existing solutions either require manually specified landmarks for corresponding points in the images, or are restricted to specific objects or shape deformations. This paper alleviates these limitations by imposing a specific model for generating images; the nested composition of color, shape, and appearance. We show that each component can be approximated by a low-dimensional subspace when the others are factored out. Our formulation allows for efficient learning and experiments show encouraging results.",http://openaccess.thecvf.com//www.cv-foundation.org/,"A,Compositional,Model,for,Low-Dimensional,Image,Set,Representation","Hossein Mobahi,Ce Liu,William T. Freeman,"
167,A Principled Approach for Coarse-to-Fine MAP Inference,"In this work we reconsider labeling problems with (virtually) continuous state spaces, which are of relevance in low level computer vision. In order to cope with such huge state spaces multi-scale methods have been proposed to approximately solve such labeling tasks. Although performing well in many cases, these methods do usually not come with any guarantees on the returned solution. A general and principled approach to solve labeling problems is based on the well-known linear programming relaxation, which appears to be prohibitive for large state spaces at the first glance. We demonstrate that a coarse-to-fine exploration strategy in the label space is able to optimize the LP relaxation for non-trivial problem instances with reasonable run-times and moderate memory requirements.",http://openaccess.thecvf.com//www.cv-foundation.org/,"A,Principled,Approach,for,Coarse-to-Fine,MAP,Inference","Christopher Zach,"
168,Fast Approximate Inference in Higher Order MRF-MAP Labeling Problems,"Use of higher order clique potentials for modeling inference problems has exploded in last few years. The algorithmic schemes proposed so far do not scale well with increasing clique size, thus limiting their use to cliques of size at most 4 in practice. Generic Cuts (GC) of Arora et al. [9] shows that when potentials are submodular, inference problems can be solved optimally in polynomial time for fixed size cliques. In this paper we report an algorithm called Approximate Cuts (AC) which uses a generalization of the gadget of GC and provides an approximate solution to inference in 2-label MRF-MAP problems with cliques of size k ≥ 2. The algorithm gives optimal solution for submodular potentials. When potentials are non-submodular, we show that important properties such as weak persistency hold for solution inferred by AC. AC is a polynomial time primal dual approximation algorithm for fixed clique size. We show experimentally that AC not only provides significantly better solutions in practice, it is an order of magnitude faster than message passing schemes like Dual Decomposition [19] and GTRWS [17] or Reduction based techniques like [10, 13, 14].",http://openaccess.thecvf.com//www.cv-foundation.org/,"Fast,Approximate,Inference,in,Higher,Order,MRF-MAP,Labeling,Problems","Chetan Arora,Subhashis Banerjee,Prem Kalra,S.N. Maheshwari,"
169,Multi Label Generic Cuts: Optimal Inference in Multi Label Multi Clique MRF-MAP Problems,"We propose an algorithm called Multi Label Generic Cuts (MLGC) for computing optimal solutions to MRF-MAP problems with submodular multi label multi-clique potentials. A transformation is introduced to convert a m-label k-clique problem to an equivalent 2-label (mk)-clique problem. We show that if the original multi-label problem is submodular then the transformed 2-label multi-clique problem is also submodular. We exploit sparseness in the feasible configurations of the transformed 2-label problem to suggest an improvement to Generic Cuts [3] to solve the 2-label problems efficiently. The algorithm runs in time O(m^k n^3 ) in the worst case (n is the number of pixels) generalizing O(2^k n^3) running time of Generic Cuts. We show experimentally that MLGC is an order of magnitude faster than the current state of the art [17, 20]. While the result of MLGC is optimal for submodular clique potential it is significantly better than the compared methods even for problems with non-submodular clique potential.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Multi,Label,Generic,Cuts:,Optimal,Inference,in,Multi,Label,Multi,Clique,MRF-MAP,Problems","Chetan Arora,S.N. Maheshwari,"
170,Scanline Sampler without Detailed Balance: An Efficient MCMC for MRF Optimization,"Markov chain Monte Carlo (MCMC) is an elegant tool, widely used in variety of areas. In computer vision, it has been used for the inference on the Markov random field model (MRF). However, MCMC less concerned than other deterministic approaches although it converges to global optimal solution in theory. The major obstacle is its slow convergence. To come up with faster sampling method, we investigate two ideas: breaking detailed balance and updating multiple nodes at a time. Although detailed balance is considered to be essential element of MCMC, it actually is not the necessary condition for the convergence. In addition, exploiting the structure of MRF, we introduce a new kernel which updates multiple nodes in a scanline rather than a single node. Those two ideas are integrated in a novel way to develop an efficient method called scanline sampler without detailed balance. In experimental section, we apply our method to the OpenGM2 benchmark of MRF optimization and show the proposed method achieves faster convergence than the conventional approaches.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Scanline,Sampler,without,Detailed,Balance:,An,Efficient,MCMC,for,MRF,Optimization","Wonsik Kim,Kyoung Mu Lee,"
171,Higher-Order Clique Reduction Without Auxiliary Variables,"We introduce a method to reduce most higher-order terms of Markov Random Fields with binary labels into lower-order ones without introducing any new variables, while keeping the minimizer of the energy unchanged. While the method does not reduce all terms, it can be used with existing techniques that transformsarbitrary terms (by introducing auxiliary variables) and improve the speed. The method eliminates a higher-order term in the polynomial representation of the energy by finding the value assignment to the variables involved that cannot be part of a global minimizer and increasing the potential value only when that particular combination occurs by the exact amount that makes the potential of lower order. We also introduce a faster approximation that forego the guarantee of exact equivalence of minimizer in favor of speed. With experiments on the same field of experts dataset used in previous work, we show that the roof-dual algorithm after the reduction labels significantly more variables and the energy converges more rapidly.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Higher-Order,Clique,Reduction,Without,Auxiliary,Variables","Hiroshi Ishikawa,"
172,Topic Modeling of Multimodal Data: An Autoregressive Approach,"Topic modeling based on latent Dirichlet allocation (LDA) has been a framework of choice to deal with multimodal data, such as in image annotation tasks. Recently, a new type of topic model called the Document Neural Autoregressive Distribution Estimator (DocNADE) was proposed and demonstrated state-of-the-art performance for text document modeling. In this work, we show how to successfully apply and extend this model to multimodal data, such as simultaneous image classification and annotation. Specifically, we propose SupDocNADE, a supervised extension of DocNADE, that increases the discriminative power of the hidden topic features by incorporating label information into the training objective of the model and show how to employ SupDocNADE to learn a joint representation from image visual words, annotation words and class label information. We also describe how to leverage information about the spatial position of the visual words for SupDocNADE to achieve better performance in a simple, yet effective manner. We test our model on the LabelMe and UIUC-Sports datasets and show that it compares favorably to other topic models such as the supervised variant of LDA and a Spatial Matching Pyramid (SPM) approach.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Topic,Modeling,of,Multimodal,Data:,An,Autoregressive,Approach","Yin Zheng,Yu-Jin Zhang,Hugo Larochelle,"
173,Model Transport: Towards Scalable Transfer Learning on Manifolds,"We consider the intersection of two research fields: transfer learning and statistics on manifolds. In particular, we consider, for manifold-valued data, transfer learning of tangent-space models such as Gaussians distributions, PCA, regression, or classifiers. Though one would hope to simply use ordinary Rn -transfer learning ideas, the manifold structure prevents it. We overcome this by basing our method on inner-product-preserving parallel transport, a well-known tool widely used in other problems of statistics on manifolds in computer vision. At first, this straight-forward idea seems to suffer from an obvious shortcoming: Transporting large datasets is prohibitively expensive, hindering scalability. Fortunately, with our approach, we never transport data. Rather, we show how the statistical models themselves can be transported, and prove that for the tangent-space models above, the transport ""commutes"" with learning. Consequently, our compact framework, applicable to a large class of manifolds, is not restricted by the size of either the training or test sets. We demonstrate the approach by transferring PCA and logistic-regression models of real-world data involving 3D shapes and image descriptors.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Model,Transport:,Towards,Scalable,Transfer,Learning,on,Manifolds","Oren Freifeld,Soren Hauberg,Michael J. Black,"
174,Learning Fine-grained Image Similarity with Deep Ranking,Learning  fine-grained image similarity is a challenging task. It needs to capture between-class and within-class image differences. This paper proposes a deep ranking model that employs deep learning techniques to learn similarity metric directly from images. It has higher learning capability than models based on hand-crafted features. A novel multiscale network structure has been developed to describe the images effectively. An efficient triplet sampling algorithm is also proposed to learn the model with distributed asynchronized stochastic gradient. Extensive experiments show that the proposed algorithm outperforms models based on hand-crafted visual features and deep classification models.,http://openaccess.thecvf.com//www.cv-foundation.org/,"Learning,Fine-grained,Image,Similarity,with,Deep,Ranking","Jiang Wang,Yang Song,Thomas Leung,Chuck Rosenberg,Jingbin Wang,James Philbin,Bo Chen,Ying Wu,"
175,Attributed Graph Mining and Matching: An Attempt to Define and Extract Soft Attributed Patterns,"Graph matching and graph mining are two typical areas in artificial intelligence. In this paper, we define the soft attributed pattern (SAP) to describe the common subgraph pattern among a set of attributed relational graphs (ARGs), considering both the graphical structure and graph attributes. We propose a direct solution to extract the SAP with the maximal graph size without node enumeration. Given an initial graph template and a number of ARGs, we modify the graph template into the maximal SAP among the ARGs in an unsupervised fashion. The maximal SAP extraction is equivalent to learning a graphical model (i.e. an object model) from large ARGs (i.e. cluttered RGB/RGB-D images) for graph matching, which extends the concept of ""unsupervised learning for graph matching."" Furthermore, this study can be also regarded as the first known approach to formulating ""maximal graph mining"" in the graph domain of ARGs. Our method exhibits superior performance on RGB and RGB-D images.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Attributed,Graph,Mining,and,Matching:,An,Attempt,to,Define,and,Extract,Soft,Attributed,Patterns","Quanshi Zhang,Xuan Song,Xiaowei Shao,Huijing Zhao,Ryosuke Shibasaki,"
176,Deep Fisher Kernels - End to End Learning of the Fisher Kernel GMM Parameters,"Fisher Kernels and Deep Learning were two developments with significant impact on large-scale object categorization in the last years. Both approaches were shown to achieve state-of-the-art results on large-scale object categorization datasets, such as ImageNet. Conceptually, however, they are perceived as very different and it is not uncommon for heated debates to spring up when advocates of both paradigms meet at conferences or workshops. In this work, we emphasize the similarities between both architectures rather than their differences and we argue that such a unified view allows us to transfer ideas from one domain to the other. As a concrete example we introduce a method for learning a support vector machine classifier with Fisher kernel at the same time as a task-specific data representation. We reinterpret the setting as a multi-layer feed forward network. Its final layer is the classifier, parameterized by a weight vector, and the two previous layers compute Fisher vectors, parameterized by the coefficients of a Gaussian mixture model. We introduce a gradient descent based learning algorithm that, in contrast to other feature learning techniques, is not just derived from intuition or biological analogy, but has a theoretical justification in the framework of statistical learning theory. Our experiments show that the new training procedure leads to significant improvements in classification accuracy while preserving the modularity and geometric interpretability of a support vector machine setup.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Deep,Fisher,Kernels,-,End,to,End,Learning,of,the,Fisher,Kernel,GMM,Parameters","Vladyslav Sydorov,Mayu Sakurada,Christoph H. Lampert,"
177,Transfer Joint Matching for Unsupervised Domain Adaptation,"Visual domain adaptation, which learns an accurate classifier for a new domain using labeled images from an old domain, has shown promising value in computer vision yet still been a challenging problem. Most prior works have explored two learning strategies independently for domain adaptation: feature matching and instance reweighting. In this paper, we show that both strategies are important and inevitable when the domain difference is substantially large. We therefore put forward a novel Transfer Joint Matching (TJM) approach to model them in a unified optimization problem. Specifically, TJM aims to reduce the domain difference by jointly matching the features and reweighting the instances across domains in a principled dimensionality reduction procedure, and construct new feature representation that is invariant to both the distribution difference and the irrelevant instances. Comprehensive experimental results verify that TJM can significantly outperform competitive methods for cross-domain image recognition problems.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Transfer,Joint,Matching,for,Unsupervised,Domain,Adaptation","Mingsheng Long,Jianmin Wang,Guiguang Ding,Jiaguang Sun,Philip S. Yu,"
178,Recognizing RGB Images by Learning from RGB-D Data,"In this work, we propose a new framework for recognizing RGB images captured by the conventional cameras by leveraging a set of labeled RGB-D data, in which the depth features can be additionally extracted from the depth images. We formulate this task as a new unsupervised  domain adaptation (UDA) problem, in which we aim to take advantage of the additional depth features in the source domain and also cope with the data distribution mismatch between the source and target domains. To effectively utilize the additional depth features, we seek two optimal projection matrices to map the samples from both domains into a common space by preserving as much as possible the correlations between the visual features and depth features.  To effectively employ the training samples from the source domain for learning the target classifier, we reduce the data distribution mismatch by minimizing the Maximum Mean Discrepancy (MMD) criterion, which compares the data distributions for each type of feature in the common space. Based on the above two motivations, we propose a new SVM based objective function to simultaneously learn the two projection matrices and the optimal target classifier in order to well separate the source samples from different classes when using each type of feature in the common space. An efficient alternating optimization algorithm is  developed to solve our new objective function. Comprehensive experiments for object recognition and gender recognition demonstrate the effectiveness of our proposed approach for recognizing RGB images by learning from RGB-D data.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Recognizing,RGB,Images,by,Learning,from,RGB-D,Data","Lin Chen,Wen Li,Dong Xu,"
179,Instance-weighted Transfer Learning of Active Appearance Models,"There has been a lot of work on face modeling, analysis, and landmark detection, with Active Appearance Models being one of the most successful techniques. A major drawback of these models is the large number of detailed annotated training examples needed for learning. Therefore, we present a transfer learning method that is able to learn from related training data using an instance-weighted transfer technique. Our method is derived using a generalization of importance sampling and in contrast to previous work we explicitly try to tackle the transfer already during learning instead of adapting the fitting process. In our studied application of face landmark detection, we efficiently transfer facial expressions from other human individuals and are thus able to learn a precise face Active Appearance Model only from neutral faces of a single individual. Our approach is evaluated on two common face datasets and outperforms previous transfer methods.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Instance-weighted,Transfer,Learning,of,Active,Appearance,Models","Daniel Haase,Erik Rodner,Joachim Denzler,"
180,Scalable Multitask Representation Learning for Scene Classification,"The underlying idea of multitask learning is that learning tasks jointly is better than learning each task individually. In particular, if only a few training examples are available for each task, sharing a jointly trained representation improves classification performance. In this paper, we propose a novel multitask learning method that learns a low-dimensional representation jointly with the corresponding classifiers, which are then able to profit from the latent inter-class correlations. Our method scales with respect to the original feature dimension and can be used with high-dimensional image descriptors such as the Fisher Vector. Furthermore, it consistently outperforms the current state of the art on the SUN397 scene classification benchmark with varying amounts of training data.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Scalable,Multitask,Representation,Learning,for,Scene,Classification","Maksim Lapin,Bernt Schiele,Matthias Hein,"
181,"Learning to Learn, from Transfer Learning to Domain Adaptation: A Unifying Perspective","The transfer learning and domain adaptation problems originate from a distribution mismatch between the source and target data distribution. The causes of such mismatch are traditionally considered different. Thus, transfer learning and domain adaptation algorithms are designed to address different issues, and cannot be used in both settings unless substantially modified. Still, one might argue that these problems are just different declinations of learning to learn, i.e. the ability to leverage over prior knowledge when attempting to solve a new task. We propose a learning to learn framework able to leverage over source data regardless of the origin of the distribution mismatch. We consider prior models as experts, and use their output confidence value as features. We use them to build the new target model, combined with the features from the target data through a high-level cue integration scheme. This results in a class of algorithms usable in a plug-and-play fashion over any learning to learn scenario, from binary and multi-class transfer learning to single and multiple source domain adaptation settings. Experiments on several public datasets show that our approach consistently achieves the state of the art.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Learning,to,Learn,,from,Transfer,Learning,to,Domain,Adaptation:,A,Unifying,Perspective","Novi Patricia,Barbara Caputo,"
182,Constructing Robust Affinity Graphs for Spectral Clustering,"Spectral clustering requires robust and meaningful affinity graphs as input in order to form clusters with desired structures that can well support human intuition. To construct such affinity graphs is non-trivial due to the ambiguity and uncertainty inherent in the raw data. In contrast to most existing clustering methods that typically employ all available features to construct affinity matrices with the Euclidean distance, which is often not an accurate representation of the underlying data structures, we propose a novel unsupervised approach to generating more robust affinity graphs via identifying and exploiting discriminative features for improving spectral clustering. Specifically, our model is capable of capturing and combining subtle similarity information distributed over discriminative feature subspaces for more accurately revealing the latent data distribution and thereby leading to improved data clustering, especially with heterogeneous data sources. We demonstrate the efficacy of the proposed approach on challenging image and video datasets.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Constructing,Robust,Affinity,Graphs,for,Spectral,Clustering","Xiatian Zhu,Chen Change Loy,Shaogang Gong,"
183,A Fast and Robust Algorithm to Count Topologically Persistent Holes in Noisy Clouds,"Preprocessing a 2D image often produces a noisy cloud of interest points. We study the problem of counting holes in noisy clouds in the plane. The holes in a given cloud are quantified by the topological persistence of their boundary contours when the cloud is analyzed at all possible scales. We design the algorithm to count holes that are most persistent in the filtration of offsets (neighborhoods) around given points. The input is a cloud of n points in the plane without any user-defined parameters. The algorithm has a near linear time and a linear space O(n). The output is the array (number of holes, relative persistence in the filtration). We prove theoretical guarantees when the algorithm finds the correct number of holes (components in the complement) of an unknown shape approximated by a cloud.",http://openaccess.thecvf.com//www.cv-foundation.org/,"A,Fast,and,Robust,Algorithm,to,Count,Topologically,Persistent,Holes,in,Noisy,Clouds","Vitaliy Kurlin,"
184,Co-localization in Real-World Images,"In this paper, we tackle the problem of co-localization in real-world images. Co-localization is the problem of simultaneously localizing (with bounding boxes) objects of the same class across a set of distinct images. Although similar problems such as co-segmentation and weakly supervised localization have been previously studied, we focus on being able to perform co-localization in real-world settings, which are typically characterized by large amounts of intra-class variation, inter-class diversity, and annotation noise. To address these issues, we present a joint image-box formulation for solving the co-localization problem, and show how it can be relaxed to a convex quadratic program which can be efficiently solved. We perform an extensive evaluation of our method compared to previous state-of-the-art approaches on the challenging PASCAL VOC 2007 and Object Discovery datasets. In addition, we also present a large-scale study of co-localization on ImageNet, involving ground-truth annotations for 3,624 classes and approximately 1 million images.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Co-localization,in,Real-World,Images","Kevin Tang,Armand Joulin,Li-Jia Li,Li Fei-Fei,"
185,Spectral Clustering with Jensen-type Kernels and their Multi-point Extensions,"Motivated by multi-distribution divergences, which originate in information theory, we propose a notion of `multi-point' kernels, and study their applications. We study a class of kernels based on Jensen type divergences and show that these can be extended to measure similarity among multiple points. We study tensor flattening methods and develop a multi-point (kernel) spectral clustering (MSC) method. We further emphasize on a special case of the proposed kernels, which is a multi-point extension of the linear (dot-product) kernel and show the existence of cubic time tensor flattening algorithm in this case. Finally, we illustrate the usefulness of our contributions using standard data sets and image segmentation tasks.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Spectral,Clustering,with,Jensen-type,Kernels,and,their,Multi-point,Extensions","Debarghya Ghoshdastidar,Ambedkar Dukkipati,Ajay P. Adsul,Aparna S. Vijayan,"
186,Fast and Robust Archetypal Analysis for Representation Learning,"We revisit a pioneer unsupervised learning technique called archetypal analysis, which is related to successful data analysis methods such as sparse coding and non-negative matrix factorization. Since it was proposed, archetypal analysis did not gain a lot of popularity even though it produces more interpretable models than other alternatives. Because no efficient implementation has ever been made publicly available, its application to important scientific problems may have been severely limited.  Our goal is to bring back into favour archetypal analysis. We propose a fast optimization scheme using an active-set strategy, and provide an efficient open-source implementation interfaced with Matlab, R, and Python. Then, we demonstrate the usefulness of archetypal analysis for computer vision tasks, such as codebook learning, signal classification, and large image collection visualization.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Fast,and,Robust,Archetypal,Analysis,for,Representation,Learning","Yuansi Chen,Julien Mairal,Zaid Harchaoui,"
